chromosome	bin_start	bin_end	n_reads
chr5	43000000	44000000	3556
chr5	44000000	45000000	3168
chr5	45000000	46000000	3304
chr5	46000000	47000000	4824
chr5	47000000	48000000	10537
chr5	48000000	49000000	8831
chr5	49000000	50000000	17729
chr5	50000000	51000000	10527
chr5	51000000	52000000	3427
chr5	52000000	53000000	3052
chr5	53000000	54000000	3163
chr5	54000000	55000000	3224
chr5	55000000	56000000	3355
chr5	56000000	57000000	3364
chr5	57000000	58000000	3206
chr5	58000000	59000000	3260
chr5	59000000	60000000	3337
chr5	60000000	61000000	3097
chr5	61000000	62000000	3287
chr5	62000000	63000000	3436
chr5	63000000	64000000	3466
chr5	64000000	65000000	3011
chr5	65000000	66000000	3362
chr5	66000000	67000000	3168
chr5	67000000	68000000	3358
chr5	68000000	69000000	3222
chr5	69000000	70000000	3460
chr5	70000000	71000000	13263
chr5	71000000	72000000	16811
chr5	72000000	73000000	3351
chr5	73000000	74000000	3256
chr5	74000000	75000000	3237
chr5	75000000	76000000	3370
chr5	76000000	77000000	3488
chr5	77000000	78000000	3482
chr5	78000000	79000000	3291
chr5	79000000	80000000	3510
chr5	80000000	81000000	3466
chr5	81000000	82000000	3397
chr5	82000000	83000000	3298
chr5	83000000	84000000	3142
chr5	84000000	85000000	3132
chr5	85000000	86000000	2936
chr5	86000000	87000000	3080
chr5	87000000	88000000	3298
chr5	88000000	89000000	3106
chr5	89000000	90000000	3261
chr5	90000000	91000000	3254
chr5	91000000	92000000	3325
chr5	92000000	93000000	3060
chr5	93000000	94000000	3072
chr5	94000000	95000000	3206
chr5	95000000	96000000	3230
chr5	96000000	97000000	3321
chr5	97000000	98000000	3231
chr5	98000000	99000000	3155
chr5	99000000	100000000	3390
chr5	100000000	101000000	3644
chr5	101000000	102000000	3116
chr5	102000000	103000000	3140
chr5	103000000	104000000	3350
chr5	104000000	105000000	3171
chr5	105000000	106000000	2968
chr5	106000000	107000000	2991
chr5	107000000	108000000	3072
chr5	108000000	109000000	3335
chr5	109000000	110000000	3402
chr5	110000000	111000000	3242
chr5	111000000	112000000	3412
chr5	112000000	113000000	3357
chr5	113000000	114000000	3420
chr5	114000000	115000000	3161
chr5	115000000	116000000	3287
chr5	116000000	117000000	3269
chr5	117000000	118000000	3274
chr5	118000000	119000000	3027
chr5	119000000	120000000	3452
chr5	120000000	121000000	3187
chr5	121000000	122000000	3105
chr5	122000000	123000000	3367
chr5	123000000	124000000	3389
chr5	124000000	125000000	3150
chr5	125000000	126000000	3302
chr5	126000000	127000000	3104
chr5	127000000	128000000	3556
chr5	128000000	129000000	3274
chr5	129000000	130000000	3120
chr5	130000000	131000000	3179
chr5	131000000	132000000	3353
chr5	132000000	133000000	3335
chr5	133000000	134000000	3466
chr5	134000000	135000000	3432
chr5	135000000	136000000	3540
chr5	136000000	137000000	3408
chr5	137000000	138000000	3452
chr5	138000000	139000000	3599
chr5	139000000	140000000	3387
chr5	140000000	141000000	3536
chr5	141000000	142000000	3502
chr5	142000000	143000000	3586
chr5	143000000	144000000	3441
chr5	144000000	145000000	3255
chr5	145000000	146000000	3157
chr5	146000000	147000000	3346
chr5	147000000	148000000	3283
chr5	148000000	149000000	3323
chr5	149000000	150000000	3430
chr5	150000000	151000000	3495
chr5	151000000	152000000	3392
chr5	152000000	153000000	3451
chr5	153000000	154000000	3350
chr5	154000000	155000000	3505
chr5	155000000	156000000	3438
chr5	156000000	157000000	3206
chr5	157000000	158000000	3549
chr5	158000000	159000000	3463
chr5	159000000	160000000	3331
chr5	160000000	161000000	3458
chr5	161000000	162000000	3277
chr5	162000000	163000000	3043
chr5	163000000	164000000	3018
chr5	164000000	165000000	3206
chr5	165000000	166000000	2975
chr5	166000000	167000000	3197
chr5	167000000	168000000	3148
chr5	168000000	169000000	3190
chr5	169000000	170000000	3508
chr5	170000000	171000000	3598
chr5	171000000	172000000	3449
chr5	172000000	173000000	3350
chr5	173000000	174000000	3564
chr5	174000000	175000000	3486
chr5	175000000	176000000	3431
chr5	176000000	177000000	4898
chr5	177000000	178000000	3560
chr5	178000000	179000000	5220
chr5	179000000	180000000	3339
chr5	180000000	181000000	3689
chr5	181000000	182000000	6636
chr5	182000000	182045439	938
chr6	0	1000000	4696
chr6	1000000	2000000	4093
chr6	2000000	3000000	4456
chr6	3000000	4000000	4353
chr6	4000000	5000000	4214
chr6	5000000	6000000	4212
chr6	6000000	7000000	4239
chr6	7000000	8000000	4295
chr6	8000000	9000000	3880
chr6	9000000	10000000	3797
chr6	10000000	11000000	4278
chr6	11000000	12000000	4179
chr6	12000000	13000000	4186
chr6	13000000	14000000	4298
chr6	14000000	15000000	4173
chr6	15000000	16000000	4303
chr6	16000000	17000000	4265
chr6	17000000	18000000	4310
chr6	18000000	19000000	4100
chr6	19000000	20000000	4164
chr6	20000000	21000000	4178
chr6	21000000	22000000	4155
chr6	22000000	23000000	3864
chr6	23000000	24000000	3933
chr6	24000000	25000000	4361
chr6	25000000	26000000	4276
chr6	26000000	27000000	6121
chr6	27000000	28000000	4106
chr6	28000000	29000000	4144
chr6	29000000	30000000	4162
chr6	30000000	31000000	4391
chr6	31000000	32000000	4538
chr6	32000000	33000000	4419
chr6	33000000	34000000	4274
chr6	34000000	35000000	4282
chr6	35000000	36000000	4272
chr6	36000000	37000000	4431
chr6	37000000	38000000	4206
chr6	38000000	39000000	4203
chr6	39000000	40000000	4043
chr6	40000000	41000000	4167
chr6	41000000	42000000	4410
chr6	42000000	43000000	4322
chr6	43000000	44000000	4366
chr6	44000000	45000000	4345
chr6	45000000	46000000	4177
chr6	46000000	47000000	4171
chr6	47000000	48000000	4101
chr6	48000000	49000000	3832
chr6	49000000	50000000	3950
chr6	50000000	51000000	4011
chr6	51000000	52000000	4017
chr6	52000000	53000000	4296
chr6	53000000	54000000	4254
chr6	54000000	55000000	3949
chr6	55000000	56000000	3881
chr6	56000000	57000000	4188
chr6	57000000	58000000	6692
chr6	58000000	59000000	37130
chr6	59000000	60000000	4267
chr6	60000000	61000000	1657
chr6	61000000	62000000	5296
chr6	62000000	63000000	4455
chr6	63000000	64000000	3671
chr6	64000000	65000000	4117
chr6	65000000	66000000	3869
chr6	66000000	67000000	3866
chr6	67000000	68000000	3649
chr6	68000000	69000000	3701
chr6	69000000	70000000	3797
chr6	70000000	71000000	3790
chr6	71000000	72000000	4113
chr6	72000000	73000000	4150
chr6	73000000	74000000	4084
chr6	74000000	75000000	4498
chr6	75000000	76000000	3969
chr6	76000000	77000000	4061
chr6	77000000	78000000	3850
chr6	78000000	79000000	4154
chr6	79000000	80000000	3663
chr6	80000000	81000000	4081
chr6	81000000	82000000	3974
chr6	82000000	83000000	3873
chr6	83000000	84000000	4173
chr6	84000000	85000000	4141
chr6	85000000	86000000	4143
chr6	86000000	87000000	4128
chr6	87000000	88000000	4120
chr6	88000000	89000000	4136
chr6	89000000	90000000	4107
chr6	90000000	91000000	4197
chr6	91000000	92000000	4289
chr6	92000000	93000000	3979
chr6	93000000	94000000	3790
chr6	94000000	95000000	3767
chr6	95000000	96000000	3829
chr6	96000000	97000000	3824
chr6	97000000	98000000	3851
chr6	98000000	99000000	4090
chr6	99000000	100000000	3825
chr6	100000000	101000000	4276
chr6	101000000	102000000	4053
chr6	102000000	103000000	3908
chr6	103000000	104000000	3604
chr6	104000000	105000000	3726
chr6	105000000	106000000	4117
chr6	106000000	107000000	4295
chr6	107000000	108000000	4199
chr6	108000000	109000000	4299
chr6	109000000	110000000	4308
chr6	110000000	111000000	4231
chr6	111000000	112000000	4119
chr6	112000000	113000000	4338
chr6	113000000	114000000	4243
chr6	114000000	115000000	3895
chr6	115000000	116000000	4065
chr6	116000000	117000000	3899
chr6	117000000	118000000	4184
chr6	118000000	119000000	4061
chr6	119000000	120000000	4082
chr6	120000000	121000000	4055
chr6	121000000	122000000	3806
chr6	122000000	123000000	4142
chr6	123000000	124000000	4010
chr6	124000000	125000000	4012
chr6	125000000	126000000	3975
chr6	126000000	127000000	4184
chr6	127000000	128000000	4203
chr6	128000000	129000000	3971
chr6	129000000	130000000	3909
chr6	130000000	131000000	4009
chr6	131000000	132000000	4125
chr6	132000000	133000000	4383
chr6	133000000	134000000	4094
chr6	134000000	135000000	4099
chr6	135000000	136000000	4167
chr6	136000000	137000000	4085
chr6	137000000	138000000	4061
chr6	138000000	139000000	4220
chr6	139000000	140000000	4141
chr6	140000000	141000000	4196
chr6	141000000	142000000	3722
chr6	142000000	143000000	3684
chr6	143000000	144000000	4006
chr6	144000000	145000000	4071
chr6	145000000	146000000	4246
chr6	146000000	147000000	4129
chr6	147000000	148000000	4021
chr6	148000000	149000000	3935
chr6	149000000	150000000	4239
chr6	150000000	151000000	4249
chr6	151000000	152000000	4198
chr6	152000000	153000000	4341
chr6	153000000	154000000	3994
chr6	154000000	155000000	3992
chr6	155000000	156000000	4243
chr6	156000000	157000000	4162
chr6	157000000	158000000	4225
chr6	158000000	159000000	4412
chr6	159000000	160000000	4261
chr6	160000000	161000000	4159
chr6	161000000	162000000	5637
chr6	162000000	163000000	4225
chr6	163000000	164000000	4030
chr6	164000000	165000000	3977
chr6	165000000	166000000	3969
chr6	166000000	167000000	3963
chr6	167000000	168000000	4202
chr6	168000000	169000000	4439
chr6	169000000	170000000	4582
chr6	170000000	171000000	4015
chr6	171000000	172000000	4612
chr6	172000000	172126628	2815
chr7	0	1000000	6303
chr7	1000000	2000000	3779
chr7	2000000	3000000	3705
chr7	3000000	4000000	3404
chr7	4000000	5000000	3881
chr7	5000000	6000000	3682
chr7	6000000	7000000	4281
chr7	7000000	8000000	3564
chr7	8000000	9000000	3375
chr7	9000000	10000000	2919
chr7	10000000	11000000	3092
chr7	11000000	12000000	3221
chr7	12000000	13000000	3141
chr7	13000000	14000000	3012
chr7	14000000	15000000	2986
chr7	15000000	16000000	3022
chr7	16000000	17000000	3240
chr7	17000000	18000000	3278
chr7	18000000	19000000	3138
chr7	19000000	20000000	3189
chr7	20000000	21000000	3157
chr7	21000000	22000000	3219
chr7	22000000	23000000	3482
chr7	23000000	24000000	3291
chr7	24000000	25000000	3347
chr7	25000000	26000000	3329
chr7	26000000	27000000	3319
chr7	27000000	28000000	3281
chr7	28000000	29000000	3333
chr7	29000000	30000000	3411
chr7	30000000	31000000	3515
chr7	31000000	32000000	3267
chr7	32000000	33000000	3584
chr7	33000000	34000000	3557
chr7	34000000	35000000	3302
chr7	35000000	36000000	3829
chr7	36000000	37000000	3470
chr7	37000000	38000000	3439
chr7	38000000	39000000	3428
chr7	39000000	40000000	3468
chr7	40000000	41000000	3492
chr7	41000000	42000000	3088
chr7	42000000	43000000	3183
chr7	43000000	44000000	3431
chr7	44000000	45000000	5122
chr7	45000000	46000000	3692
chr7	46000000	47000000	3280
chr7	47000000	48000000	3505
chr7	48000000	49000000	3353
chr7	49000000	50000000	3319
chr7	50000000	51000000	3557
chr7	51000000	52000000	3462
chr7	52000000	53000000	3075
chr7	53000000	54000000	3056
chr7	54000000	55000000	3212
chr7	55000000	56000000	3792
chr7	56000000	57000000	5059
chr7	57000000	58000000	5867
chr7	58000000	59000000	7243
chr7	59000000	60000000	10780
chr7	60000000	61000000	15947
chr7	61000000	62000000	11698
chr7	62000000	63000000	5949
chr7	63000000	64000000	9892
chr7	64000000	65000000	7217
chr7	65000000	66000000	4731
chr7	66000000	67000000	8064
chr7	67000000	68000000	5425
chr7	68000000	69000000	5987
chr7	69000000	70000000	4797
chr7	70000000	71000000	4915
chr7	71000000	72000000	5141
chr7	72000000	73000000	4822
chr7	73000000	74000000	5453
chr7	74000000	75000000	9547
chr7	75000000	76000000	5925
chr7	76000000	77000000	12755
chr7	77000000	78000000	6645
chr7	78000000	79000000	6994
chr7	79000000	80000000	4998
chr7	80000000	81000000	4514
chr7	81000000	82000000	4761
chr7	82000000	83000000	4626
chr7	83000000	84000000	4629
chr7	84000000	85000000	4506
chr7	85000000	86000000	4449
chr7	86000000	87000000	4566
chr7	87000000	88000000	4635
chr7	88000000	89000000	4901
chr7	89000000	90000000	4876
chr7	90000000	91000000	4467
chr7	91000000	92000000	5084
chr7	92000000	93000000	4959
chr7	93000000	94000000	5058
chr7	94000000	95000000	4888
chr7	95000000	96000000	4703
chr7	96000000	97000000	4856
chr7	97000000	98000000	4953
chr7	98000000	99000000	4853
chr7	99000000	100000000	5536
chr7	100000000	101000000	5243
chr7	101000000	102000000	5832
chr7	102000000	103000000	6176
chr7	103000000	104000000	11427
chr7	104000000	105000000	6100
chr7	105000000	106000000	4737
chr7	106000000	107000000	5233
chr7	107000000	108000000	4991
chr7	108000000	109000000	4821
chr7	109000000	110000000	5056
chr7	110000000	111000000	4562
chr7	111000000	112000000	4636
chr7	112000000	113000000	4900
chr7	113000000	114000000	4975
chr7	114000000	115000000	4801
chr7	115000000	116000000	4664
chr7	116000000	117000000	4621
chr7	117000000	118000000	4866
chr7	118000000	119000000	4832
chr7	119000000	120000000	4778
chr7	120000000	121000000	4467
chr7	121000000	122000000	4271
chr7	122000000	123000000	4900
chr7	123000000	124000000	4939
chr7	124000000	125000000	4831
chr7	125000000	126000000	4712
chr7	126000000	127000000	4778
chr7	127000000	128000000	4543
chr7	128000000	129000000	5002
chr7	129000000	130000000	5683
chr7	130000000	131000000	5109
chr7	131000000	132000000	5084
chr7	132000000	133000000	5067
chr7	133000000	134000000	5058
chr7	134000000	135000000	4992
chr7	135000000	136000000	4975
chr7	136000000	137000000	4998
chr7	137000000	138000000	4703
chr7	138000000	139000000	4686
chr7	139000000	140000000	5116
chr7	140000000	141000000	5142
chr7	141000000	142000000	5112
chr7	142000000	143000000	5010
chr7	143000000	144000000	5059
chr7	144000000	145000000	5307
chr7	145000000	146000000	6398
chr7	146000000	147000000	4556
chr7	147000000	148000000	4585
chr7	148000000	149000000	4520
chr7	149000000	150000000	5087
chr7	150000000	151000000	5261
chr7	151000000	152000000	6616
chr7	152000000	153000000	5221
chr7	153000000	154000000	5491
chr7	154000000	155000000	5266
chr7	155000000	156000000	5554
chr7	156000000	157000000	5278
chr7	157000000	158000000	4752
chr7	158000000	159000000	5035
chr7	159000000	160000000	5915
chr7	160000000	160567428	2794
chr8	0	1000000	4590
chr8	1000000	2000000	4303
chr8	2000000	3000000	4873
chr8	3000000	4000000	3886
chr8	4000000	5000000	3985
chr8	5000000	6000000	3863
chr8	6000000	7000000	5169
chr8	7000000	8000000	10436
chr8	8000000	9000000	4307
chr8	9000000	10000000	4165
chr8	10000000	11000000	4177
chr8	11000000	12000000	9250
chr8	12000000	13000000	16822
chr8	13000000	14000000	4150
chr8	14000000	15000000	3696
chr8	15000000	16000000	3813
chr8	16000000	17000000	3893
chr8	17000000	18000000	4098
chr8	18000000	19000000	4206
chr8	19000000	20000000	4215
chr8	20000000	21000000	4255
chr8	21000000	22000000	3913
chr8	22000000	23000000	4277
chr8	23000000	24000000	4266
chr8	24000000	25000000	4002
chr8	25000000	26000000	4141
chr8	26000000	27000000	4157
chr8	27000000	28000000	4206
chr8	28000000	29000000	4289
chr8	29000000	30000000	4296
chr8	30000000	31000000	4336
chr8	31000000	32000000	4164
chr8	32000000	33000000	3920
chr8	33000000	34000000	4106
chr8	34000000	35000000	3921
chr8	35000000	36000000	3829
chr8	36000000	37000000	4015
chr8	37000000	38000000	4023
chr8	38000000	39000000	4297
chr8	39000000	40000000	3761
chr8	40000000	41000000	4145
chr8	41000000	42000000	4201
chr8	42000000	43000000	4434
chr8	43000000	44000000	4185
chr8	44000000	45000000	17090
chr8	45000000	46000000	20902
chr8	46000000	47000000	9571
chr8	47000000	48000000	4172
chr8	48000000	49000000	4359
chr8	49000000	50000000	3892
chr8	50000000	51000000	3854
chr8	51000000	52000000	3799
chr8	52000000	53000000	4303
chr8	53000000	54000000	4012
chr8	54000000	55000000	4194
chr8	55000000	56000000	3957
chr8	56000000	57000000	4451
chr8	57000000	58000000	4950
chr8	58000000	59000000	3957
chr8	59000000	60000000	4159
chr8	60000000	61000000	4090
chr8	61000000	62000000	4205
chr8	62000000	63000000	3895
chr8	63000000	64000000	4018
chr8	64000000	65000000	3973
chr8	65000000	66000000	4119
chr8	66000000	67000000	4046
chr8	67000000	68000000	4213
chr8	68000000	69000000	4038
chr8	69000000	70000000	4087
chr8	70000000	71000000	4396
chr8	71000000	72000000	3856
chr8	72000000	73000000	4029
chr8	73000000	74000000	4048
chr8	74000000	75000000	4204
chr8	75000000	76000000	3958
chr8	76000000	77000000	3833
chr8	77000000	78000000	3813
chr8	78000000	79000000	3910
chr8	79000000	80000000	4111
chr8	80000000	81000000	4147
chr8	81000000	82000000	4003
chr8	82000000	83000000	3893
chr8	83000000	84000000	3740
chr8	84000000	85000000	3894
chr8	85000000	86000000	4056
chr8	86000000	87000000	25513
chr8	87000000	88000000	4161
chr8	88000000	89000000	3762
chr8	89000000	90000000	3850
chr8	90000000	91000000	4028
chr8	91000000	92000000	4036
chr8	92000000	93000000	4054
chr8	93000000	94000000	4089
chr8	94000000	95000000	4073
chr8	95000000	96000000	4269
chr8	96000000	97000000	4290
chr8	97000000	98000000	4159
chr8	98000000	99000000	4220
chr8	99000000	100000000	4478
chr8	100000000	101000000	4080
chr8	101000000	102000000	4275
chr8	102000000	103000000	4146
chr8	103000000	104000000	4284
chr8	104000000	105000000	4028
chr8	105000000	106000000	4085
chr8	106000000	107000000	3911
chr8	107000000	108000000	4102
chr8	108000000	109000000	3873
chr8	109000000	110000000	4124
chr8	110000000	111000000	4201
chr8	111000000	112000000	3865
chr8	112000000	113000000	3762
chr8	113000000	114000000	3779
chr8	114000000	115000000	3625
chr8	115000000	116000000	3469
chr8	116000000	117000000	4039
chr8	117000000	118000000	4062
chr8	118000000	119000000	4204
chr8	119000000	120000000	4047
chr8	120000000	121000000	4072
chr8	121000000	122000000	4161
chr8	122000000	123000000	3940
chr8	123000000	124000000	4161
chr8	124000000	125000000	4247
chr8	125000000	126000000	4254
chr8	126000000	127000000	4080
chr8	127000000	128000000	4064
chr8	128000000	129000000	4196
chr8	129000000	130000000	4140
chr8	130000000	131000000	4082
chr8	131000000	132000000	4327
chr8	132000000	133000000	4135
chr8	133000000	134000000	4326
chr8	134000000	135000000	4381
chr8	135000000	136000000	4058
chr8	136000000	137000000	4292
chr8	137000000	138000000	3877
chr8	138000000	139000000	3814
chr8	139000000	140000000	4130
chr8	140000000	141000000	4170
chr8	141000000	142000000	4328
chr8	142000000	143000000	4225
chr8	143000000	144000000	4037
chr8	144000000	145000000	4660
chr8	145000000	146000000	4694
chr8	146000000	146259331	1037
chr9	0	1000000	6371
chr9	1000000	2000000	4057
chr9	2000000	3000000	4217
chr9	3000000	4000000	3982
chr9	4000000	5000000	4183
chr9	5000000	6000000	4298
chr9	6000000	7000000	4372
chr9	7000000	8000000	4253
chr9	8000000	9000000	3868
chr9	9000000	10000000	3781
chr9	10000000	11000000	3916
chr9	11000000	12000000	3781
chr9	12000000	13000000	3943
chr9	13000000	14000000	4001
chr9	14000000	15000000	4043
chr9	15000000	16000000	4169
chr9	16000000	17000000	4108
chr9	17000000	18000000	4093
chr9	18000000	19000000	3965
chr9	19000000	20000000	4262
chr9	20000000	21000000	4023
chr9	21000000	22000000	4216
chr9	22000000	23000000	3984
chr9	23000000	24000000	3998
chr9	24000000	25000000	3880
chr9	25000000	26000000	3806
chr9	26000000	27000000	4033
chr9	27000000	28000000	4264
chr9	28000000	29000000	3903
chr9	29000000	30000000	3963
chr9	30000000	31000000	3664
chr9	31000000	32000000	3911
chr9	32000000	33000000	4022
chr9	33000000	34000000	4641
chr9	34000000	35000000	4369
chr9	35000000	36000000	4329
chr9	36000000	37000000	4483
chr9	37000000	38000000	4435
chr9	38000000	39000000	4847
chr9	39000000	40000000	11243
chr9	40000000	41000000	15236
chr9	41000000	42000000	14135
chr9	42000000	43000000	12901
chr9	43000000	44000000	12714
chr9	44000000	45000000	11851
chr9	45000000	46000000	14768
chr9	46000000	47000000	18811
chr9	47000000	48000000	18351
chr9	48000000	49000000	11883
chr9	49000000	50000000	10344
chr9	50000000	51000000	17413
chr9	51000000	52000000	7366
chr9	52000000	53000000	6099
chr9	53000000	54000000	7882
chr9	54000000	55000000	7512
chr9	55000000	56000000	6986
chr9	56000000	57000000	5069
chr9	57000000	58000000	6863
chr9	58000000	59000000	6237
chr9	59000000	60000000	6047
chr9	60000000	61000000	8832
chr9	61000000	62000000	6561
chr9	62000000	63000000	7120
chr9	63000000	64000000	5779
chr9	64000000	65000000	7025
chr9	65000000	66000000	8346
chr9	66000000	67000000	6947
chr9	67000000	68000000	5703
chr9	68000000	69000000	6602
chr9	69000000	70000000	5751
chr9	70000000	71000000	7574
chr9	71000000	72000000	8834
chr9	72000000	73000000	9633
chr9	73000000	74000000	6003
chr9	74000000	75000000	8665
chr9	75000000	76000000	8171
chr9	76000000	77000000	7426
chr9	77000000	78000000	12272
chr9	78000000	79000000	12560
chr9	79000000	80000000	12890
chr9	80000000	81000000	10699
chr9	81000000	82000000	4389
chr9	82000000	83000000	3949
chr9	83000000	84000000	4228
chr9	84000000	85000000	4098
chr9	85000000	86000000	3821
chr9	86000000	87000000	3922
chr9	87000000	88000000	4176
chr9	88000000	89000000	4284
chr9	89000000	90000000	4164
chr9	90000000	91000000	4186
chr9	91000000	92000000	4118
chr9	92000000	93000000	3802
chr9	93000000	94000000	3901
chr9	94000000	95000000	4278
chr9	95000000	96000000	4391
chr9	96000000	97000000	4406
chr9	97000000	98000000	4315
chr9	98000000	99000000	4150
chr9	99000000	100000000	4165
chr9	100000000	101000000	4642
chr9	101000000	102000000	4314
chr9	102000000	103000000	4236
chr9	103000000	104000000	4157
chr9	104000000	105000000	4265
chr9	105000000	106000000	4273
chr9	106000000	107000000	4742
chr9	107000000	108000000	4226
chr9	108000000	109000000	4167
chr9	109000000	110000000	4598
chr9	110000000	111000000	4273
chr9	111000000	112000000	4249
chr9	112000000	113000000	4195
chr9	113000000	114000000	4043
chr9	114000000	115000000	3738
chr9	115000000	116000000	3530
chr9	116000000	117000000	3963
chr9	117000000	118000000	4184
chr9	118000000	119000000	3891
chr9	119000000	120000000	4106
chr9	120000000	121000000	4032
chr9	121000000	122000000	4336
chr9	122000000	123000000	4270
chr9	123000000	124000000	4082
chr9	124000000	125000000	4368
chr9	125000000	126000000	5953
chr9	126000000	127000000	4144
chr9	127000000	128000000	4163
chr9	128000000	129000000	4197
chr9	129000000	130000000	4118
chr9	130000000	131000000	3849
chr9	131000000	132000000	3948
chr9	132000000	133000000	4423
chr9	133000000	134000000	4346
chr9	134000000	135000000	4134
chr9	135000000	136000000	4374
chr9	136000000	137000000	4478
chr9	137000000	138000000	4334
chr9	138000000	139000000	4247
chr9	139000000	140000000	4364
chr9	140000000	141000000	4593
chr9	141000000	142000000	4476
chr9	142000000	143000000	4410
chr9	143000000	144000000	4779
chr9	144000000	145000000	4342
chr9	145000000	146000000	4417
chr9	146000000	147000000	4334
chr9	147000000	148000000	4096
chr9	148000000	149000000	4440
chr9	149000000	150000000	4988
chr9	150000000	150617247	5571
chr10	0	1000000	4463
chr10	1000000	2000000	4199
chr10	2000000	3000000	4090
chr10	3000000	4000000	4299
chr10	4000000	5000000	4101
chr10	5000000	6000000	4287
chr10	6000000	7000000	4455
chr10	7000000	8000000	4295
chr10	8000000	9000000	3994
chr10	9000000	10000000	3989
chr10	10000000	11000000	3883
chr10	11000000	12000000	4358
chr10	12000000	13000000	4473
chr10	13000000	14000000	4384
chr10	14000000	15000000	4219
chr10	15000000	16000000	4394
chr10	16000000	17000000	4045
chr10	17000000	18000000	4091
chr10	18000000	19000000	4196
chr10	19000000	20000000	3951
chr10	20000000	21000000	3982
chr10	21000000	22000000	4410
chr10	22000000	23000000	4185
chr10	23000000	24000000	4186
chr10	24000000	25000000	4090
chr10	25000000	26000000	4101
chr10	26000000	27000000	4831
chr10	27000000	28000000	4190
chr10	28000000	29000000	4172
chr10	29000000	30000000	4311
chr10	30000000	31000000	4363
chr10	31000000	32000000	4054
chr10	32000000	33000000	4049
chr10	33000000	34000000	4143
chr10	34000000	35000000	4268
chr10	35000000	36000000	4158
chr10	36000000	37000000	3981
chr10	37000000	38000000	4390
chr10	38000000	39000000	5787
chr10	39000000	40000000	7929
chr10	40000000	41000000	10441
chr10	41000000	42000000	21461
chr10	42000000	43000000	13275
chr10	43000000	44000000	4922
chr10	44000000	45000000	4391
chr10	45000000	46000000	4087
chr10	46000000	47000000	6310
chr10	47000000	48000000	8954
chr10	48000000	49000000	8301
chr10	49000000	50000000	4273
chr10	50000000	51000000	5729
chr10	51000000	52000000	4749
chr10	52000000	53000000	4072
chr10	53000000	54000000	4009
chr10	54000000	55000000	3840
chr10	55000000	56000000	3924
chr10	56000000	57000000	3784
chr10	57000000	58000000	3842
chr10	58000000	59000000	3940
chr10	59000000	60000000	4026
chr10	60000000	61000000	4125
chr10	61000000	62000000	4046
chr10	62000000	63000000	4008
chr10	63000000	64000000	4075
chr10	64000000	65000000	4181
chr10	65000000	66000000	3816
chr10	66000000	67000000	3693
chr10	67000000	68000000	3807
chr10	68000000	69000000	4214
chr10	69000000	70000000	4352
chr10	70000000	71000000	4432
chr10	71000000	72000000	4262
chr10	72000000	73000000	4395
chr10	73000000	74000000	4237
chr10	74000000	75000000	4944
chr10	75000000	76000000	4128
chr10	76000000	77000000	4391
chr10	77000000	78000000	4089
chr10	78000000	79000000	4280
chr10	79000000	80000000	4089
chr10	80000000	81000000	6004
chr10	81000000	82000000	4391
chr10	82000000	83000000	3989
chr10	83000000	84000000	3691
chr10	84000000	85000000	3963
chr10	85000000	86000000	4220
chr10	86000000	87000000	4080
chr10	87000000	88000000	4439
chr10	88000000	89000000	6687
chr10	89000000	90000000	4201
chr10	90000000	91000000	4079
chr10	91000000	92000000	4039
chr10	92000000	93000000	4086
chr10	93000000	94000000	4211
chr10	94000000	95000000	4212
chr10	95000000	96000000	4235
chr10	96000000	97000000	4282
chr10	97000000	98000000	4250
chr10	98000000	99000000	4383
chr10	99000000	100000000	4149
chr10	100000000	101000000	4323
chr10	101000000	102000000	4341
chr10	102000000	103000000	4307
chr10	103000000	104000000	4376
chr10	104000000	105000000	4501
chr10	105000000	106000000	4358
chr10	106000000	107000000	4071
chr10	107000000	108000000	4009
chr10	108000000	109000000	3650
chr10	109000000	110000000	3935
chr10	110000000	111000000	4177
chr10	111000000	112000000	4170
chr10	112000000	113000000	4065
chr10	113000000	114000000	4203
chr10	114000000	115000000	4196
chr10	115000000	116000000	4138
chr10	116000000	117000000	3826
chr10	117000000	118000000	4235
chr10	118000000	119000000	4071
chr10	119000000	120000000	4126
chr10	120000000	121000000	4544
chr10	121000000	122000000	4253
chr10	122000000	123000000	4174
chr10	123000000	124000000	4210
chr10	124000000	125000000	4127
chr10	125000000	126000000	4349
chr10	126000000	127000000	4311
chr10	127000000	128000000	4067
chr10	128000000	129000000	3991
chr10	129000000	130000000	4039
chr10	130000000	131000000	4027
chr10	131000000	132000000	3968
chr10	132000000	133000000	4018
chr10	133000000	134000000	4246
chr10	134000000	134758134	7460
chr11	0	1000000	7798
chr11	1000000	2000000	3625
chr11	2000000	3000000	3425
chr11	3000000	4000000	4299
chr11	4000000	5000000	4759
chr11	5000000	6000000	3226
chr11	6000000	7000000	3333
chr11	7000000	8000000	3296
chr11	8000000	9000000	3408
chr11	9000000	10000000	3544
chr11	10000000	11000000	3486
chr11	11000000	12000000	3240
chr11	12000000	13000000	3454
chr11	13000000	14000000	3283
chr11	14000000	15000000	3377
chr11	15000000	16000000	3346
chr11	16000000	17000000	3324
chr11	17000000	18000000	3467
chr11	18000000	19000000	3480
chr11	19000000	20000000	3395
chr11	20000000	21000000	3428
chr11	21000000	22000000	3200
chr11	22000000	23000000	3251
chr11	23000000	24000000	3188
chr11	24000000	25000000	3100
